_id,chromosome,strand,chrLeftPosition,chrRightPosition,bs_center,nearest_tss_pos,dist_bp_signed_oriented,dist_bp_abs
ECOLIBS000002445,NC_000913.3,-,1359168,1359185,1359176,1359264,88,88
ECOLIBS000002446,NC_000913.3,+,1359170,1359187,1359178,1358162,1016,1016
ECOLIBS000002447,NC_000913.3,-,1361084,1361101,1361092,1360995,-97,97
ECOLIBS000002448,NC_000913.3,+,1361086,1361103,1361094,1361054,40,40
ECOLIBS000002449,NC_000913.3,+,1392955,1392972,1392964,1392916,48,48
ECOLIBS000002450,NC_000913.3,+,1393075,1393092,1393084,1393091,-7,7
ECOLIBS000002451,NC_000913.3,+,1399287,1399304,1399296,1399303,-7,7
ECOLIBS000002452,NC_000913.3,-,1446449,1446466,1446458,1446665,207,207
ECOLIBS000002453,NC_000913.3,+,1446482,1446499,1446490,1446334,156,156
ECOLIBS000002454,NC_000913.3,-,1446520,1446537,1446528,1446665,137,137
ECOLIBS000002455,NC_000913.3,-,1456541,1456558,1456550,1456034,-516,516
ECOLIBS000002456,NC_000913.3,+,1456543,1456560,1456552,1454885,1667,1667
ECOLIBS000002457,NC_000913.3,-,1456574,1456591,1456582,1456034,-548,548
ECOLIBS000002458,NC_000913.3,+,1456660,1456677,1456668,1454885,1783,1783
ECOLIBS000002459,NC_000913.3,-,1486282,1486299,1486290,1486609,319,319
ECOLIBS000002460,NC_000913.3,+,1486284,1486301,1486292,1487101,-809,809
ECOLIBS000002461,NC_000913.3,+,1491566,1491583,1491574,1491644,-70,70
ECOLIBS000002462,NC_000913.3,-,1500062,1500079,1500070,1499899,-171,171
ECOLIBS000002463,NC_000913.3,+,1500064,1500081,1500072,1500481,-409,409
ECOLIBS000002464,NC_000913.3,-,1507920,1507937,1507928,1508396,468,468
ECOLIBS000002465,NC_000913.3,+,1517408,1517425,1517416,1517360,56,56
ECOLIBS000002466,NC_000913.3,-,1520056,1520073,1520064,1519866,-198,198
ECOLIBS000002467,NC_000913.3,-,1520232,1520249,1520240,1519866,-374,374
ECOLIBS000002468,NC_000913.3,-,1559756,1559773,1559764,1559942,178,178
ECOLIBS000002469,NC_000913.3,+,1578519,1578536,1578528,1577732,796,796
ECOLIBS000002470,NC_000913.3,-,1578634,1578651,1578642,1578199,-443,443
ECOLIBS000002471,NC_000913.3,-,1578712,1578729,1578720,1578199,-521,521
ECOLIBS000002472,NC_000913.3,-,1600501,1600518,1600510,1600168,-342,342
ECOLIBS000002473,NC_000913.3,+,1601285,1601302,1601294,1601286,8,8
ECOLIBS000002474,NC_000913.3,-,1601390,1601407,1601398,1601423,25,25
ECOLIBS000002475,NC_000913.3,+,1601392,1601409,1601400,1601389,11,11
ECOLIBS000002476,NC_000913.3,+,1601532,1601549,1601540,1601431,109,109
ECOLIBS000002477,NC_000913.3,-,1619002,1619019,1619010,1618994,-16,16
ECOLIBS000002478,NC_000913.3,-,1637888,1637905,1637896,1637854,-42,42
ECOLIBS000002479,NC_000913.3,+,1637890,1637907,1637898,1638082,-184,184
ECOLIBS000002480,NC_000913.3,+,1679867,1679884,1679876,1679480,396,396
ECOLIBS000002481,NC_000913.3,+,1679976,1679993,1679984,1679480,504,504
ECOLIBS000002482,NC_000913.3,+,1712701,1712718,1712710,1712674,36,36
ECOLIBS000002483,NC_000913.3,+,1742901,1742918,1742910,1743375,-465,465
ECOLIBS000002484,NC_000913.3,-,1742925,1742942,1742934,1743275,341,341
ECOLIBS000002485,NC_000913.3,+,1742927,1742944,1742936,1743375,-439,439
ECOLIBS000002486,NC_000913.3,-,1746281,1746298,1746290,1746251,-39,39
ECOLIBS000002487,NC_000913.3,-,1746324,1746341,1746332,1746251,-81,81
ECOLIBS000002488,NC_000913.3,-,1765146,1765163,1765154,1765147,-7,7
ECOLIBS000002489,NC_000913.3,-,1765168,1765185,1765176,1765147,-29,29
ECOLIBS000002490,NC_000913.3,+,1774376,1774393,1774384,1774570,-186,186
ECOLIBS000002491,NC_000913.3,-,1780500,1780517,1780508,1781187,679,679
ECOLIBS000002492,NC_000913.3,-,1801542,1801559,1801550,1801552,2,2
ECOLIBS000002493,NC_000913.3,+,1807495,1807512,1807504,1807523,-19,19
ECOLIBS000002494,NC_000913.3,-,1821422,1821439,1821430,1821725,295,295
ECOLIBS000002495,NC_000913.3,+,1821424,1821441,1821432,1821749,-317,317
ECOLIBS000002496,NC_000913.3,-,1821504,1821521,1821512,1821725,213,213
ECOLIBS000002497,NC_000913.3,-,1823483,1823500,1823492,1823654,162,162
ECOLIBS000002498,NC_000913.3,+,1823524,1823541,1823532,1823492,40,40
ECOLIBS000002499,NC_000913.3,+,1870058,1870075,1870066,1870083,-17,17
ECOLIBS000002500,NC_000913.3,-,1870108,1870125,1870116,1870098,-18,18
ECOLIBS000002501,NC_000913.3,+,1870174,1870191,1870182,1870126,56,56
ECOLIBS000002502,NC_000913.3,+,1874020,1874037,1874028,1874322,-294,294
ECOLIBS000002503,NC_000913.3,-,1892795,1892812,1892804,1892695,-109,109
ECOLIBS000002504,NC_000913.3,+,1892797,1892814,1892806,1892969,-163,163
ECOLIBS000002505,NC_000913.3,-,1892849,1892866,1892858,1892695,-163,163
ECOLIBS000002506,NC_000913.3,+,1896052,1896069,1896060,1896141,-81,81
ECOLIBS000002507,NC_000913.3,+,1896076,1896093,1896084,1896141,-57,57
ECOLIBS000002508,NC_000913.3,+,1898326,1898343,1898334,1898382,-48,48
ECOLIBS000002509,NC_000913.3,-,1898351,1898368,1898360,1897896,-464,464
ECOLIBS000002510,NC_000913.3,-,1904500,1904517,1904508,1904744,236,236
ECOLIBS000002511,NC_000913.3,+,1909074,1909091,1909082,1909156,-74,74
ECOLIBS000002512,NC_000913.3,-,1909162,1909179,1909170,1909203,33,33
ECOLIBS000002513,NC_000913.3,+,1909164,1909181,1909172,1909156,16,16
ECOLIBS000002514,NC_000913.3,+,1909277,1909294,1909286,1909156,130,130
ECOLIBS000002515,NC_000913.3,-,1916120,1916137,1916128,1916123,-5,5
ECOLIBS000002516,NC_000913.3,+,1916122,1916139,1916130,1916143,-13,13
ECOLIBS000002517,NC_000913.3,-,1923057,1923074,1923066,1922995,-71,71
ECOLIBS000002518,NC_000913.3,+,1923059,1923076,1923068,1923068,0,0
ECOLIBS000002519,NC_000913.3,-,1923242,1923259,1923250,1923210,-40,40
ECOLIBS000002520,NC_000913.3,-,1926192,1926209,1926200,1926531,331,331
ECOLIBS000002521,NC_000913.3,+,1926240,1926257,1926248,1926104,144,144
ECOLIBS000002522,NC_000913.3,+,1926533,1926550,1926542,1926578,-36,36
ECOLIBS000002523,NC_000913.3,+,1940303,1940320,1940312,1940246,66,66
ECOLIBS000002524,NC_000913.3,+,1941110,1941127,1941118,1940751,367,367
ECOLIBS000002525,NC_000913.3,+,1941215,1941232,1941224,1940751,473,473
ECOLIBS000002526,NC_000913.3,+,1941365,1941382,1941374,1941920,-546,546
ECOLIBS000002527,NC_000913.3,+,1941830,1941847,1941838,1941920,-82,82
ECOLIBS000002528,NC_000913.3,+,1954923,1954940,1954932,1954504,428,428
ECOLIBS000002529,NC_000913.3,-,1959063,1959080,1959072,1958748,-324,324
ECOLIBS000002530,NC_000913.3,-,1959964,1959981,1959972,1959981,9,9
ECOLIBS000002531,NC_000913.3,+,1960022,1960039,1960030,1960005,25,25
ECOLIBS000002532,NC_000913.3,-,1960058,1960075,1960066,1959982,-84,84
ECOLIBS000002533,NC_000913.3,-,1977235,1977252,1977244,1977205,-39,39
ECOLIBS000002534,NC_000913.3,+,1980758,1980775,1980766,1980698,68,68
ECOLIBS000002535,NC_000913.3,-,1980782,1980799,1980790,1980734,-56,56
ECOLIBS000002536,NC_000913.3,-,1982538,1982555,1982546,1982642,96,96
ECOLIBS000002537,NC_000913.3,-,1982639,1982656,1982648,1982642,-6,6
ECOLIBS000002538,NC_000913.3,+,1982641,1982658,1982650,1982544,106,106
ECOLIBS000002539,NC_000913.3,+,1986436,1986453,1986444,1986506,-62,62
ECOLIBS000002540,NC_000913.3,-,1995637,1995654,1995646,1995672,26,26
ECOLIBS000002541,NC_000913.3,-,1995670,1995687,1995678,1995672,-6,6
ECOLIBS000002542,NC_000913.3,+,1995672,1995689,1995680,1995767,-87,87
ECOLIBS000002543,NC_000913.3,-,1995711,1995728,1995720,1995672,-48,48
ECOLIBS000002544,NC_000913.3,+,1995825,1995842,1995834,1995769,65,65
ECOLIBS000002545,NC_000913.3,+,2008076,2008093,2008084,2008206,-122,122
ECOLIBS000002546,NC_000913.3,-,2008306,2008323,2008314,2008360,46,46
ECOLIBS000002547,NC_000913.3,-,2032471,2032488,2032480,2032554,74,74
ECOLIBS000002548,NC_000913.3,+,2042799,2042816,2042808,2042814,-6,6
ECOLIBS000002549,NC_000913.3,+,2044365,2044382,2044374,2044537,-163,163
ECOLIBS000002550,NC_000913.3,-,2044457,2044474,2044466,2044343,-123,123
ECOLIBS000002551,NC_000913.3,+,2044459,2044476,2044468,2044537,-69,69
ECOLIBS000002552,NC_000913.3,+,2053444,2053461,2053452,2053366,86,86
ECOLIBS000002553,NC_000913.3,+,2060366,2060383,2060374,2060265,109,109
ECOLIBS000002554,NC_000913.3,+,2060448,2060465,2060456,2060604,-148,148
ECOLIBS000002555,NC_000913.3,-,2076049,2076066,2076058,2076074,16,16
ECOLIBS000002556,NC_000913.3,+,2076130,2076147,2076138,2075757,381,381
ECOLIBS000002557,NC_000913.3,-,2080852,2080869,2080860,2080909,49,49
ECOLIBS000002558,NC_000913.3,+,2081070,2081087,2081078,2081017,61,61
ECOLIBS000002559,NC_000913.3,+,2082088,2082105,2082096,2081567,529,529
ECOLIBS000002560,NC_000913.3,+,2082249,2082266,2082258,2082724,-466,466
ECOLIBS000002561,NC_000913.3,-,2082278,2082295,2082286,2082165,-121,121
ECOLIBS000002562,NC_000913.3,+,2083918,2083935,2083926,2083782,144,144
ECOLIBS000002563,NC_000913.3,-,2083973,2083990,2083982,2083730,-252,252
ECOLIBS000002564,NC_000913.3,+,2083975,2083992,2083984,2083782,202,202
ECOLIBS000002565,NC_000913.3,+,2089879,2089896,2089888,2089964,-76,76
ECOLIBS000002566,NC_000913.3,-,2092583,2092600,2092592,2092022,-570,570
ECOLIBS000002567,NC_000913.3,+,2101598,2101615,2101606,2101472,134,134
ECOLIBS000002568,NC_000913.3,+,2101814,2101831,2101822,2101472,350,350
ECOLIBS000002569,NC_000913.3,+,2101856,2101873,2101864,2101472,392,392
ECOLIBS000002570,NC_000913.3,+,2113523,2113540,2113532,2113616,-84,84
ECOLIBS000002571,NC_000913.3,+,2113578,2113595,2113586,2113616,-30,30
ECOLIBS000002572,NC_000913.3,-,2129994,2130011,2130002,2130258,256,256
ECOLIBS000002573,NC_000913.3,+,2152363,2152380,2152372,2153177,-805,805
ECOLIBS000002574,NC_000913.3,+,2165116,2165133,2165124,2165131,-7,7
ECOLIBS000002575,NC_000913.3,-,2183062,2183079,2183070,2182880,-190,190
ECOLIBS000002576,NC_000913.3,+,2183088,2183105,2183096,2183528,-432,432
ECOLIBS000002577,NC_000913.3,-,2183140,2183157,2183148,2183374,226,226
ECOLIBS000002578,NC_000913.3,-,2190583,2190600,2190592,2190046,-546,546
ECOLIBS000002579,NC_000913.3,+,2190585,2190602,2190594,2189534,1060,1060
ECOLIBS000002580,NC_000913.3,-,2211495,2211512,2211504,2211158,-346,346
ECOLIBS000002581,NC_000913.3,+,2214030,2214047,2214038,2213380,658,658
ECOLIBS000002582,NC_000913.3,+,2214048,2214065,2214056,2213380,676,676
ECOLIBS000002583,NC_000913.3,-,2214782,2214799,2214790,2214675,-115,115
ECOLIBS000002584,NC_000913.3,+,2243349,2243366,2243358,2243413,-55,55
ECOLIBS000002585,NC_000913.3,-,2243419,2243436,2243428,2243436,8,8
ECOLIBS000002586,NC_000913.3,+,2243421,2243438,2243430,2243413,17,17
ECOLIBS000002587,NC_000913.3,-,2243515,2243532,2243524,2243436,-88,88
ECOLIBS000002588,NC_000913.3,+,2243517,2243534,2243526,2243413,113,113
ECOLIBS000002589,NC_000913.3,-,2264673,2264690,2264682,2265331,649,649
ECOLIBS000002590,NC_000913.3,+,2264675,2264692,2264684,2264822,-138,138
ECOLIBS000002591,NC_000913.3,-,2269499,2269516,2269508,2269569,61,61
ECOLIBS000002592,NC_000913.3,-,2286050,2286067,2286058,2286012,-46,46
ECOLIBS000002593,NC_000913.3,-,2296100,2296117,2296108,2296346,238,238
ECOLIBS000002594,NC_000913.3,-,2312669,2312686,2312678,2312657,-21,21
ECOLIBS000002595,NC_000913.3,-,2316165,2316182,2316174,2316176,2,2
ECOLIBS000002596,NC_000913.3,+,2316167,2316184,2316176,2316172,4,4
ECOLIBS000002597,NC_000913.3,+,2335879,2335896,2335888,2335710,178,178
ECOLIBS000002598,NC_000913.3,-,2335937,2335954,2335946,2336059,113,113
ECOLIBS000002599,NC_000913.3,-,2344422,2344439,2344430,2344576,146,146
ECOLIBS000002600,NC_000913.3,-,2344465,2344482,2344474,2344576,102,102
ECOLIBS000002601,NC_000913.3,+,2344467,2344484,2344476,2344757,-281,281
ECOLIBS000002602,NC_000913.3,-,2344589,2344606,2344598,2344576,-22,22
ECOLIBS000002603,NC_000913.3,+,2384138,2384155,2384146,2384129,17,17
ECOLIBS000002604,NC_000913.3,+,2384248,2384265,2384256,2384129,127,127
ECOLIBS000002605,NC_000913.3,+,2417152,2417169,2417160,2417171,-11,11
ECOLIBS000002606,NC_000913.3,+,2434438,2434455,2434446,2434478,-32,32
ECOLIBS000002607,NC_000913.3,-,2441396,2441413,2441404,2441605,201,201
ECOLIBS000002608,NC_000913.3,-,2455111,2455128,2455120,2454740,-380,380
ECOLIBS000002609,NC_000913.3,-,2461832,2461849,2461840,2461950,110,110
ECOLIBS000002610,NC_000913.3,-,2496102,2496119,2496110,2495637,-473,473
ECOLIBS000002611,NC_000913.3,+,2496104,2496121,2496112,2496404,-292,292
ECOLIBS000002612,NC_000913.3,+,2503666,2503683,2503674,2502853,821,821
ECOLIBS000002613,NC_000913.3,+,2503691,2503708,2503700,2502853,847,847
ECOLIBS000002614,NC_000913.3,-,2517751,2517768,2517760,2517698,-62,62
ECOLIBS000002615,NC_000913.3,+,2531604,2531621,2531612,2531480,132,132
ECOLIBS000002616,NC_000913.3,+,2531726,2531743,2531734,2531480,254,254
ECOLIBS000002617,NC_000913.3,+,2543181,2543198,2543190,2543774,-584,584
ECOLIBS000002618,NC_000913.3,+,2543334,2543351,2543342,2543774,-432,432
ECOLIBS000002619,NC_000913.3,+,2546834,2546851,2546842,2547366,-524,524
ECOLIBS000002620,NC_000913.3,+,2552353,2552370,2552362,2552325,37,37
ECOLIBS000002621,NC_000913.3,-,2565321,2565338,2565330,2564773,-557,557
ECOLIBS000002622,NC_000913.3,-,2578804,2578821,2578812,2578793,-19,19
ECOLIBS000002623,NC_000913.3,+,2578806,2578823,2578814,2578677,137,137
ECOLIBS000002624,NC_000913.3,-,2636953,2636970,2636962,2636452,-510,510
ECOLIBS000002625,NC_000913.3,+,2644226,2644243,2644234,2644300,-66,66
ECOLIBS000002626,NC_000913.3,-,2657661,2657678,2657670,2657798,128,128
ECOLIBS000002627,NC_000913.3,+,2661888,2661905,2661896,2661767,129,129
ECOLIBS000002628,NC_000913.3,-,2661925,2661942,2661934,2661996,62,62
ECOLIBS000002629,NC_000913.3,+,2673596,2673613,2673604,2673703,-99,99
ECOLIBS000002630,NC_000913.3,-,2675237,2675254,2675246,2675326,80,80
ECOLIBS000002631,NC_000913.3,+,2694352,2694369,2694360,2694788,-428,428
ECOLIBS000002632,NC_000913.3,-,2698918,2698935,2698926,2698593,-333,333
ECOLIBS000002633,NC_000913.3,+,2703655,2703672,2703664,2704129,-465,465
ECOLIBS000002634,NC_000913.3,-,2703686,2703703,2703694,2703879,185,185
ECOLIBS000002635,NC_000913.3,+,2716632,2716649,2716640,2716686,-46,46
ECOLIBS000002636,NC_000913.3,-,2716672,2716689,2716680,2716633,-47,47
ECOLIBS000002637,NC_000913.3,-,2734396,2734413,2734404,2734312,-92,92
ECOLIBS000002638,NC_000913.3,+,2734398,2734415,2734406,2735959,-1553,1553
ECOLIBS000002639,NC_000913.3,+,2743416,2743433,2743424,2743327,97,97
ECOLIBS000002640,NC_000913.3,-,2743529,2743546,2743538,2743577,39,39
ECOLIBS000002641,NC_000913.3,-,2743799,2743816,2743808,2743577,-231,231
ECOLIBS000002642,NC_000913.3,-,2744522,2744539,2744530,2744531,1,1
ECOLIBS000002643,NC_000913.3,+,2744524,2744541,2744532,2744249,283,283
ECOLIBS000002644,NC_000913.3,+,2752454,2752471,2752462,2752610,-148,148
ECOLIBS000002645,NC_000913.3,+,2771804,2771821,2771812,2771808,4,4
ECOLIBS000002646,NC_000913.3,-,2778296,2778313,2778304,2778400,96,96
ECOLIBS000002647,NC_000913.3,-,2788926,2788943,2788934,2788868,-66,66
ECOLIBS000002648,NC_000913.3,-,2798982,2798999,2798990,2798755,-235,235
ECOLIBS000002649,NC_000913.3,+,2799006,2799023,2799014,2799086,-72,72
ECOLIBS000002650,NC_000913.3,-,2810664,2810681,2810672,2810664,-8,8
ECOLIBS000002651,NC_000913.3,+,2810666,2810683,2810674,2810644,30,30
ECOLIBS000002652,NC_000913.3,-,2810667,2810684,2810676,2810664,-12,12
ECOLIBS000002653,NC_000913.3,-,2814967,2814984,2814976,2815058,82,82
ECOLIBS000002654,NC_000913.3,+,2819812,2819829,2819820,2820130,-310,310
ECOLIBS000002655,NC_000913.3,+,2874852,2874869,2874860,2875025,-165,165
ECOLIBS000002656,NC_000913.3,-,2876801,2876818,2876810,2876749,-61,61
ECOLIBS000002657,NC_000913.3,+,2876803,2876820,2876812,2876833,-21,21
ECOLIBS000002658,NC_000913.3,-,2881674,2881691,2881682,2882124,442,442
ECOLIBS000002659,NC_000913.3,-,2911033,2911050,2911042,2911131,89,89
ECOLIBS000002660,NC_000913.3,+,2920095,2920112,2920104,2920239,-135,135
ECOLIBS000002661,NC_000913.3,-,2935655,2935672,2935664,2935549,-115,115
ECOLIBS000002662,NC_000913.3,-,2935794,2935811,2935802,2935549,-253,253
ECOLIBS000002663,NC_000913.3,+,2947150,2947167,2947158,2947208,-50,50
ECOLIBS000002664,NC_000913.3,-,2949037,2949054,2949046,2949045,-1,1
ECOLIBS000002665,NC_000913.3,-,2949158,2949175,2949166,2949184,18,18
ECOLIBS000002666,NC_000913.3,-,2985824,2985841,2985832,2985774,-58,58
ECOLIBS000002667,NC_000913.3,-,2985846,2985863,2985854,2985774,-80,80
ECOLIBS000002668,NC_000913.3,+,2985848,2985865,2985856,2985861,-5,5
ECOLIBS000002669,NC_000913.3,+,2986025,2986042,2986034,2986116,-82,82
ECOLIBS000002670,NC_000913.3,-,3005803,3005820,3005812,3005846,34,34
ECOLIBS000002671,NC_000913.3,+,3013399,3013416,3013408,3012917,491,491
ECOLIBS000002672,NC_000913.3,+,3013451,3013468,3013460,3012917,543,543
ECOLIBS000002673,NC_000913.3,-,3049541,3049558,3049550,3049561,11,11
ECOLIBS000002674,NC_000913.3,+,3054318,3054335,3054326,3054151,175,175
ECOLIBS000002675,NC_000913.3,-,3056708,3056725,3056716,3056897,181,181
ECOLIBS000002676,NC_000913.3,+,3056822,3056839,3056830,3056848,-18,18
ECOLIBS000002677,NC_000913.3,-,3073936,3073953,3073944,3073943,-1,1
ECOLIBS000002678,NC_000913.3,+,3086234,3086251,3086242,3086208,34,34
ECOLIBS000002679,NC_000913.3,-,3086537,3086554,3086546,3086421,-125,125
ECOLIBS000002680,NC_000913.3,-,3099207,3099224,3099216,3099263,47,47
ECOLIBS000002681,NC_000913.3,-,3099261,3099278,3099270,3099263,-7,7
ECOLIBS000002682,NC_000913.3,+,3099279,3099296,3099288,3099164,124,124
ECOLIBS000002683,NC_000913.3,+,3102595,3102612,3102604,3102905,-301,301
ECOLIBS000002684,NC_000913.3,+,3104470,3104487,3104478,3104558,-80,80
ECOLIBS000002685,NC_000913.3,+,3112705,3112722,3112714,3113105,-391,391
ECOLIBS000002686,NC_000913.3,-,3122768,3122785,3122776,3123179,403,403
ECOLIBS000002687,NC_000913.3,+,3127501,3127518,3127510,3127554,-44,44
ECOLIBS000002688,NC_000913.3,+,3146788,3146805,3146796,3146769,27,27
ECOLIBS000002689,NC_000913.3,-,3146820,3146837,3146828,3146770,-58,58
ECOLIBS000002690,NC_000913.3,+,3150829,3150846,3150838,3151205,-367,367
ECOLIBS000002691,NC_000913.3,-,3170601,3170618,3170610,3170463,-147,147
ECOLIBS000002692,NC_000913.3,+,3170603,3170620,3170612,3170540,72,72
ECOLIBS000002693,NC_000913.3,-,3170704,3170721,3170712,3170792,80,80
ECOLIBS000002694,NC_000913.3,-,3172773,3172790,3172782,3173305,523,523
ECOLIBS000002695,NC_000913.3,+,3172775,3172792,3172784,3172505,279,279
ECOLIBS000002696,NC_000913.3,+,3189382,3189399,3189390,3189916,-526,526
ECOLIBS000002697,NC_000913.3,-,3189424,3189441,3189432,3189745,313,313
ECOLIBS000002698,NC_000913.3,+,3286377,3286394,3286386,3287066,-680,680
ECOLIBS000002699,NC_000913.3,-,3384470,3384487,3384478,3384478,0,0
ECOLIBS000002700,NC_000913.3,-,3389858,3389875,3389866,3389815,-51,51
ECOLIBS000002701,NC_000913.3,-,3416106,3416123,3416114,3416168,54,54
ECOLIBS000002702,NC_000913.3,+,3416422,3416439,3416430,3416088,342,342
ECOLIBS000002703,NC_000913.3,+,3434395,3434412,3434404,3434724,-320,320
ECOLIBS000002704,NC_000913.3,+,3434459,3434476,3434468,3434724,-256,256
ECOLIBS000002705,NC_000913.3,-,3435731,3435748,3435740,3435388,-352,352
ECOLIBS000002706,NC_000913.3,-,3439523,3439540,3439532,3439537,5,5
ECOLIBS000002707,NC_000913.3,-,3439566,3439583,3439574,3439547,-27,27
ECOLIBS000002708,NC_000913.3,+,3467053,3467070,3467062,3467039,23,23
ECOLIBS000002709,NC_000913.3,-,3496760,3496777,3496768,3497445,677,677
ECOLIBS000002710,NC_000913.3,+,3517090,3517107,3517098,3517009,89,89
ECOLIBS000002711,NC_000913.3,-,3517132,3517149,3517140,3517080,-60,60
ECOLIBS000002712,NC_000913.3,-,3521290,3521307,3521298,3520478,-820,820
ECOLIBS000002713,NC_000913.3,-,3522827,3522844,3522836,3522807,-29,29
ECOLIBS000002714,NC_000913.3,+,3532550,3532567,3532558,3532662,-104,104
ECOLIBS000002715,NC_000913.3,+,3553468,3553485,3553476,3553665,-189,189
ECOLIBS000002716,NC_000913.3,-,3574639,3574656,3574648,3574508,-140,140
ECOLIBS000002717,NC_000913.3,-,3577030,3577047,3577038,3577598,560,560
ECOLIBS000002718,NC_000913.3,+,3584147,3584164,3584156,3584440,-284,284
ECOLIBS000002719,NC_000913.3,+,3591183,3591200,3591192,3592164,-972,972
ECOLIBS000002720,NC_000913.3,-,3611443,3611460,3611452,3611658,206,206
ECOLIBS000002721,NC_000913.3,+,3617197,3617214,3617206,3617092,114,114
ECOLIBS000002722,NC_000913.3,+,3626123,3626140,3626132,3625431,701,701
ECOLIBS000002723,NC_000913.3,-,3631279,3631296,3631288,3631199,-89,89
ECOLIBS000002724,NC_000913.3,-,3638407,3638424,3638416,3638660,244,244
ECOLIBS000002725,NC_000913.3,-,3664366,3664383,3664374,3664621,247,247
ECOLIBS000002726,NC_000913.3,+,3664505,3664522,3664514,3664411,103,103
ECOLIBS000002727,NC_000913.3,-,3674684,3674701,3674692,3674605,-87,87
ECOLIBS000002728,NC_000913.3,+,3674686,3674703,3674694,3674758,-64,64
ECOLIBS000002729,NC_000913.3,+,3674752,3674769,3674760,3674760,0,0
ECOLIBS000002730,NC_000913.3,-,3709088,3709105,3709096,3708879,-217,217
ECOLIBS000002731,NC_000913.3,-,3817459,3817476,3817468,3817731,263,263
ECOLIBS000002732,NC_000913.3,-,3821884,3821901,3821892,3821787,-105,105
ECOLIBS000002733,NC_000913.3,+,3827105,3827122,3827114,3827336,-222,222
ECOLIBS000002734,NC_000913.3,-,3835318,3835335,3835326,3835829,503,503
ECOLIBS000002735,NC_000913.3,-,3863762,3863779,3863770,3864796,1026,1026
ECOLIBS000002736,NC_000913.3,+,3874318,3874335,3874326,3875309,-983,983
ECOLIBS000002737,NC_000913.3,-,3875686,3875703,3875694,3875645,-49,49
ECOLIBS000002738,NC_000913.3,+,3891314,3891331,3891322,3891588,-266,266
ECOLIBS000002739,NC_000913.3,-,3897621,3897638,3897630,3897624,-6,6
ECOLIBS000002740,NC_000913.3,-,3897622,3897639,3897630,3897624,-6,6
ECOLIBS000002741,NC_000913.3,+,3897624,3897641,3897632,3897924,-292,292
ECOLIBS000002742,NC_000913.3,-,3900140,3900157,3900148,3899292,-856,856
ECOLIBS000002743,NC_000913.3,+,3910724,3910741,3910732,3910702,30,30
ECOLIBS000002744,NC_000913.3,-,3932704,3932721,3932712,3932794,82,82
ECOLIBS000002745,NC_000913.3,-,3932707,3932724,3932716,3932794,78,78
ECOLIBS000002746,NC_000913.3,+,3937835,3937852,3937844,3937546,298,298
ECOLIBS000002747,NC_000913.3,-,3938085,3938102,3938094,3937833,-261,261
ECOLIBS000002748,NC_000913.3,+,3960009,3960026,3960018,3960045,-27,27
ECOLIBS000002749,NC_000913.3,-,3977243,3977260,3977252,3977290,38,38
ECOLIBS000002750,NC_000913.3,-,3977298,3977315,3977306,3977290,-16,16
ECOLIBS000002751,NC_000913.3,+,3980378,3980395,3980386,3980553,-167,167
ECOLIBS000002752,NC_000913.3,-,3997887,3997904,3997896,3998097,201,201
ECOLIBS000002753,NC_000913.3,+,3997889,3997906,3997898,3997906,-8,8
ECOLIBS000002754,NC_000913.3,-,4005669,4005686,4005678,4005703,25,25
ECOLIBS000002755,NC_000913.3,+,4005835,4005852,4005844,4005836,8,8
ECOLIBS000002756,NC_000913.3,+,4016248,4016265,4016256,4016224,32,32
ECOLIBS000002757,NC_000913.3,-,4018612,4018629,4018620,4018530,-90,90
ECOLIBS000002758,NC_000913.3,+,4021861,4021878,4021870,4021909,-39,39
ECOLIBS000002759,NC_000913.3,+,4029714,4029731,4029722,4029719,3,3
ECOLIBS000002760,NC_000913.3,+,4033036,4033053,4033044,4033113,-69,69
ECOLIBS000002761,NC_000913.3,+,4035009,4035026,4035018,4035237,-219,219
ECOLIBS000002762,NC_000913.3,-,4063504,4063521,4063512,4064809,1297,1297
ECOLIBS000002763,NC_000913.3,+,4097695,4097712,4097704,4097680,24,24
ECOLIBS000002764,NC_000913.3,-,4100571,4100588,4100580,4100577,-3,3
ECOLIBS000002765,NC_000913.3,+,4106460,4106477,4106468,4106450,18,18
ECOLIBS000002766,NC_000913.3,-,4107400,4107417,4107408,4107339,-69,69
ECOLIBS000002767,NC_000913.3,-,4107402,4107419,4107410,4107339,-71,71
ECOLIBS000002768,NC_000913.3,-,4120710,4120727,4120718,4120838,120,120
ECOLIBS000002769,NC_000913.3,+,4128559,4128576,4128568,4128545,23,23
ECOLIBS000002770,NC_000913.3,+,4128631,4128648,4128640,4128637,3,3
ECOLIBS000002771,NC_000913.3,-,4134291,4134308,4134300,4133975,-325,325
ECOLIBS000002772,NC_000913.3,+,4153852,4153869,4153860,4154150,-290,290
ECOLIBS000002773,NC_000913.3,+,4153884,4153901,4153892,4154150,-258,258
ECOLIBS000002774,NC_000913.3,+,4160877,4160894,4160886,4160846,40,40
ECOLIBS000002775,NC_000913.3,-,4163311,4163328,4163320,4163296,-24,24
ECOLIBS000002776,NC_000913.3,+,4172131,4172148,4172140,4172035,105,105
ECOLIBS000002777,NC_000913.3,+,4215301,4215318,4215310,4215395,-85,85
ECOLIBS000002778,NC_000913.3,+,4223743,4223760,4223752,4223784,-32,32
ECOLIBS000002779,NC_000913.3,-,4231029,4231046,4231038,4231654,616,616
